LOCATION,CAREMODEL,COUNTRY,ALLDATA,LOCATION,INDICATOR,SUBJECT,TIME,X..per.1000,MEASURE,Value...capita,Value
,,,pharmspend,SVN,PHARMAEXP,TOT,2019,,PC_HEALTHXP,17.36,
,,,pharmspend,ISR,PHARMAEXP,TOT,2011,,PC_HEALTHXP,13.44,
,,,pharmspend,ISR,PHARMAEXP,TOT,2012,,PC_HEALTHXP,13.25,
,,,pharmspend,ISR,PHARMAEXP,TOT,2013,,PC_HEALTHXP,12.96,
,,,pharmspend,ISR,PHARMAEXP,TOT,2014,,PC_HEALTHXP,12.86,
,,,pharmspend,ISR,PHARMAEXP,TOT,2015,,PC_HEALTHXP,13.40,
,,,pharmspend,ISR,PHARMAEXP,TOT,2016,,PC_HEALTHXP,13.06,
,,,pharmspend,ISR,PHARMAEXP,TOT,2017,,PC_HEALTHXP,12.71,
,,,pharmspend,AUS,PHARMAEXP,TOT,2011,,PC_GDP,1.31,
,,,pharmspend,AUS,PHARMAEXP,TOT,2012,,PC_GDP,1.33,
,,,pharmspend,AUS,PHARMAEXP,TOT,2013,,PC_GDP,1.31,
,,,pharmspend,AUS,PHARMAEXP,TOT,2014,,PC_GDP,1.30,
,,,pharmspend,AUS,PHARMAEXP,TOT,2015,,PC_GDP,1.35,
,,,pharmspend,AUS,PHARMAEXP,TOT,2016,,PC_GDP,1.40,
,,,pharmspend,AUS,PHARMAEXP,TOT,2017,,PC_GDP,1.32,
,,,pharmspend,AUS,PHARMAEXP,TOT,2018,,PC_GDP,1.27,
,,,pharmspend,AUS,PHARMAEXP,TOT,2011,,USD_CAP,583.22,
,,,pharmspend,AUS,PHARMAEXP,TOT,2012,,USD_CAP,589.99,
,,,pharmspend,AUS,PHARMAEXP,TOT,2013,,USD_CAP,613.25,
,,,pharmspend,AUS,PHARMAEXP,TOT,2014,,USD_CAP,602.89,
,,,pharmspend,AUS,PHARMAEXP,TOT,2015,,USD_CAP,635.42,
,,,pharmspend,AUS,PHARMAEXP,TOT,2016,,USD_CAP,697.48,
,,,pharmspend,AUS,PHARMAEXP,TOT,2017,,USD_CAP,665.06,
,,,pharmspend,AUS,PHARMAEXP,TOT,2018,,USD_CAP,663.38,
,,,pharmspend,AUT,PHARMAEXP,TOT,2011,,PC_GDP,1.23,
,,,pharmspend,AUT,PHARMAEXP,TOT,2012,,PC_GDP,1.23,
,,,pharmspend,AUT,PHARMAEXP,TOT,2013,,PC_GDP,1.22,
,,,pharmspend,AUT,PHARMAEXP,TOT,2014,,PC_GDP,1.26,
,,,pharmspend,AUT,PHARMAEXP,TOT,2015,,PC_GDP,1.27,
,,,pharmspend,AUT,PHARMAEXP,TOT,2016,,PC_GDP,1.24,
,,,pharmspend,AUT,PHARMAEXP,TOT,2017,,PC_GDP,1.26,
,,,pharmspend,AUT,PHARMAEXP,TOT,2018,,PC_GDP,1.23,
,,,pharmspend,AUT,PHARMAEXP,TOT,2019,,PC_GDP,1.24,
,,,pharmspend,AUT,PHARMAEXP,TOT,2011,,USD_CAP,534.07,
,,,pharmspend,AUT,PHARMAEXP,TOT,2012,,USD_CAP,553.48,
,,,pharmspend,AUT,PHARMAEXP,TOT,2013,,USD_CAP,566.62,
,,,pharmspend,AUT,PHARMAEXP,TOT,2014,,USD_CAP,589.98,
,,,pharmspend,AUT,PHARMAEXP,TOT,2015,,USD_CAP,607.65,
,,,pharmspend,AUT,PHARMAEXP,TOT,2016,,USD_CAP,621.65,
,,,pharmspend,AUT,PHARMAEXP,TOT,2017,,USD_CAP,642.38,
,,,pharmspend,AUT,PHARMAEXP,TOT,2018,,USD_CAP,661.30,
,,,pharmspend,AUT,PHARMAEXP,TOT,2019,,USD_CAP,676.16,
,,,pharmspend,BEL,PHARMAEXP,TOT,2011,,PC_GDP,1.41,
,,,pharmspend,BEL,PHARMAEXP,TOT,2012,,PC_GDP,1.34,
,,,pharmspend,BEL,PHARMAEXP,TOT,2013,,PC_GDP,1.33,
,,,pharmspend,BEL,PHARMAEXP,TOT,2014,,PC_GDP,1.30,
,,,pharmspend,BEL,PHARMAEXP,TOT,2015,,PC_GDP,1.33,
,,,pharmspend,BEL,PHARMAEXP,TOT,2016,,PC_GDP,1.30,
,,,pharmspend,BEL,PHARMAEXP,TOT,2017,,PC_GDP,1.24,
,,,pharmspend,BEL,PHARMAEXP,TOT,2018,,PC_GDP,1.22,
,,,pharmspend,BEL,PHARMAEXP,TOT,2019,,PC_GDP,1.19,
,,,pharmspend,BEL,PHARMAEXP,TOT,2011,,USD_CAP,551.65,
,,,pharmspend,BEL,PHARMAEXP,TOT,2012,,USD_CAP,541.62,
,,,pharmspend,BEL,PHARMAEXP,TOT,2013,,USD_CAP,556.83,
,,,pharmspend,BEL,PHARMAEXP,TOT,2014,,USD_CAP,561.64,
,,,pharmspend,BEL,PHARMAEXP,TOT,2015,,USD_CAP,591.20,
,,,pharmspend,BEL,PHARMAEXP,TOT,2016,,USD_CAP,603.81,
,,,pharmspend,BEL,PHARMAEXP,TOT,2017,,USD_CAP,591.83,
,,,pharmspend,BEL,PHARMAEXP,TOT,2018,,USD_CAP,607.34,
,,,pharmspend,BEL,PHARMAEXP,TOT,2019,,USD_CAP,608.28,
,,,pharmspend,CAN,PHARMAEXP,TOT,2011,,PC_GDP,1.86,
,,,pharmspend,CAN,PHARMAEXP,TOT,2012,,PC_GDP,1.83,
,,,pharmspend,CAN,PHARMAEXP,TOT,2013,,PC_GDP,1.77,
,,,pharmspend,CAN,PHARMAEXP,TOT,2014,,PC_GDP,1.70,
,,,pharmspend,CAN,PHARMAEXP,TOT,2015,,PC_GDP,1.79,
,,,pharmspend,CAN,PHARMAEXP,TOT,2016,,PC_GDP,1.83,
,,,pharmspend,CAN,PHARMAEXP,TOT,2017,,PC_GDP,1.78,
,,,pharmspend,CAN,PHARMAEXP,TOT,2018,,PC_GDP,1.74,
,,,pharmspend,CAN,PHARMAEXP,TOT,2019,,PC_GDP,1.74,
,,,pharmspend,CAN,PHARMAEXP,TOT,2011,,USD_CAP,755.10,
,,,pharmspend,CAN,PHARMAEXP,TOT,2012,,USD_CAP,754.04,
,,,pharmspend,CAN,PHARMAEXP,TOT,2013,,USD_CAP,750.53,
,,,pharmspend,CAN,PHARMAEXP,TOT,2014,,USD_CAP,750.55,
,,,pharmspend,CAN,PHARMAEXP,TOT,2015,,USD_CAP,770.97,
,,,pharmspend,CAN,PHARMAEXP,TOT,2016,,USD_CAP,834.38,
,,,pharmspend,CAN,PHARMAEXP,TOT,2017,,USD_CAP,845.47,
,,,pharmspend,CAN,PHARMAEXP,TOT,2018,,USD_CAP,859.88,
,,,pharmspend,CAN,PHARMAEXP,TOT,2019,,USD_CAP,863.85,
,,,pharmspend,CZE,PHARMAEXP,TOT,2011,,PC_GDP,1.42,
,,,pharmspend,CZE,PHARMAEXP,TOT,2012,,PC_GDP,1.50,
,,,pharmspend,CZE,PHARMAEXP,TOT,2013,,PC_GDP,1.40,
,,,pharmspend,CZE,PHARMAEXP,TOT,2014,,PC_GDP,1.31,
,,,pharmspend,CZE,PHARMAEXP,TOT,2015,,PC_GDP,1.26,
,,,pharmspend,CZE,PHARMAEXP,TOT,2016,,PC_GDP,1.24,
,,,pharmspend,CZE,PHARMAEXP,TOT,2017,,PC_GDP,1.21,
,,,pharmspend,CZE,PHARMAEXP,TOT,2018,,PC_GDP,1.21,
,,,pharmspend,CZE,PHARMAEXP,TOT,2019,,PC_GDP,1.19,
,,,pharmspend,CZE,PHARMAEXP,TOT,2011,,USD_CAP,417.20,
,,,pharmspend,CZE,PHARMAEXP,TOT,2012,,USD_CAP,449.37,
,,,pharmspend,CZE,PHARMAEXP,TOT,2013,,USD_CAP,444.05,
,,,pharmspend,CZE,PHARMAEXP,TOT,2014,,USD_CAP,442.85,
,,,pharmspend,CZE,PHARMAEXP,TOT,2015,,USD_CAP,444.26,
,,,pharmspend,CZE,PHARMAEXP,TOT,2016,,USD_CAP,465.59,
,,,pharmspend,CZE,PHARMAEXP,TOT,2017,,USD_CAP,488.00,
,,,pharmspend,CZE,PHARMAEXP,TOT,2018,,USD_CAP,508.95,
,,,pharmspend,CZE,PHARMAEXP,TOT,2019,,USD_CAP,519.66,
,,,pharmspend,DNK,PHARMAEXP,TOT,2011,,PC_GDP,0.80,
,,,pharmspend,DNK,PHARMAEXP,TOT,2012,,PC_GDP,0.76,
,,,pharmspend,DNK,PHARMAEXP,TOT,2013,,PC_GDP,0.70,
,,,pharmspend,DNK,PHARMAEXP,TOT,2014,,PC_GDP,0.70,
,,,pharmspend,DNK,PHARMAEXP,TOT,2015,,PC_GDP,0.69,
,,,pharmspend,DNK,PHARMAEXP,TOT,2016,,PC_GDP,0.67,
,,,pharmspend,DNK,PHARMAEXP,TOT,2017,,PC_GDP,0.64,
,,,pharmspend,DNK,PHARMAEXP,TOT,2018,,PC_GDP,0.65,
,,,pharmspend,DNK,PHARMAEXP,TOT,2019,,PC_GDP,0.68,
,,,pharmspend,DNK,PHARMAEXP,TOT,2011,,USD_CAP,327.44,
,,,pharmspend,DNK,PHARMAEXP,TOT,2012,,USD_CAP,319.97,
,,,pharmspend,DNK,PHARMAEXP,TOT,2013,,USD_CAP,308.55,
,,,pharmspend,DNK,PHARMAEXP,TOT,2014,,USD_CAP,310.70,
,,,pharmspend,DNK,PHARMAEXP,TOT,2015,,USD_CAP,316.42,
,,,pharmspend,DNK,PHARMAEXP,TOT,2016,,USD_CAP,320.37,
,,,pharmspend,DNK,PHARMAEXP,TOT,2017,,USD_CAP,321.73,
,,,pharmspend,DNK,PHARMAEXP,TOT,2018,,USD_CAP,340.43,
,,,pharmspend,DNK,PHARMAEXP,TOT,2019,,USD_CAP,373.13,
,,,pharmspend,FIN,PHARMAEXP,TOT,2011,,PC_GDP,1.15,
,,,pharmspend,FIN,PHARMAEXP,TOT,2012,,PC_GDP,1.17,
,,,pharmspend,FIN,PHARMAEXP,TOT,2013,,PC_GDP,1.18,
,,,pharmspend,FIN,PHARMAEXP,TOT,2014,,PC_GDP,1.16,
,,,pharmspend,FIN,PHARMAEXP,TOT,2015,,PC_GDP,1.17,
,,,pharmspend,FIN,PHARMAEXP,TOT,2016,,PC_GDP,1.18,
,,,pharmspend,FIN,PHARMAEXP,TOT,2017,,PC_GDP,1.12,
,,,pharmspend,FIN,PHARMAEXP,TOT,2018,,PC_GDP,1.12,
,,,pharmspend,FIN,PHARMAEXP,TOT,2019,,PC_GDP,1.13,
,,,pharmspend,FIN,PHARMAEXP,TOT,2020,,PC_GDP,1.19,
,,,pharmspend,FIN,PHARMAEXP,TOT,2011,,USD_CAP,448.47,
,,,pharmspend,FIN,PHARMAEXP,TOT,2012,,USD_CAP,460.32,
,,,pharmspend,FIN,PHARMAEXP,TOT,2013,,USD_CAP,472.55,
,,,pharmspend,FIN,PHARMAEXP,TOT,2014,,USD_CAP,467.22,
,,,pharmspend,FIN,PHARMAEXP,TOT,2015,,USD_CAP,484.53,
,,,pharmspend,FIN,PHARMAEXP,TOT,2016,,USD_CAP,515.99,
,,,pharmspend,FIN,PHARMAEXP,TOT,2017,,USD_CAP,515.95,
,,,pharmspend,FIN,PHARMAEXP,TOT,2018,,USD_CAP,542.78,
,,,pharmspend,FIN,PHARMAEXP,TOT,2019,,USD_CAP,563.66,
,,,pharmspend,FIN,PHARMAEXP,TOT,2020,,USD_CAP,578.90,
,,,pharmspend,FRA,PHARMAEXP,TOT,2011,,PC_GDP,1.67,
,,,pharmspend,FRA,PHARMAEXP,TOT,2012,,PC_GDP,1.63,
,,,pharmspend,FRA,PHARMAEXP,TOT,2013,,PC_GDP,1.58,
,,,pharmspend,FRA,PHARMAEXP,TOT,2014,,PC_GDP,1.56,
,,,pharmspend,FRA,PHARMAEXP,TOT,2015,,PC_GDP,1.52,
,,,pharmspend,FRA,PHARMAEXP,TOT,2016,,PC_GDP,1.48,
,,,pharmspend,FRA,PHARMAEXP,TOT,2017,,PC_GDP,1.44,
,,,pharmspend,FRA,PHARMAEXP,TOT,2018,,PC_GDP,1.38,
,,,pharmspend,FRA,PHARMAEXP,TOT,2019,,PC_GDP,1.32,
,,,pharmspend,FRA,PHARMAEXP,TOT,2011,,USD_CAP,622.84,
,,,pharmspend,FRA,PHARMAEXP,TOT,2012,,USD_CAP,619.83,
,,,pharmspend,FRA,PHARMAEXP,TOT,2013,,USD_CAP,629.08,
,,,pharmspend,FRA,PHARMAEXP,TOT,2014,,USD_CAP,627.31,
,,,pharmspend,FRA,PHARMAEXP,TOT,2015,,USD_CAP,620.37,
,,,pharmspend,FRA,PHARMAEXP,TOT,2016,,USD_CAP,636.45,
,,,pharmspend,FRA,PHARMAEXP,TOT,2017,,USD_CAP,634.01,
,,,pharmspend,FRA,PHARMAEXP,TOT,2018,,USD_CAP,634.66,
,,,pharmspend,FRA,PHARMAEXP,TOT,2019,,USD_CAP,627.06,
,,,pharmspend,DEU,PHARMAEXP,TOT,2011,,PC_GDP,1.54,
,,,pharmspend,DEU,PHARMAEXP,TOT,2012,,PC_GDP,1.53,
,,,pharmspend,DEU,PHARMAEXP,TOT,2013,,PC_GDP,1.54,
,,,pharmspend,DEU,PHARMAEXP,TOT,2014,,PC_GDP,1.58,
,,,pharmspend,DEU,PHARMAEXP,TOT,2015,,PC_GDP,1.60,
,,,pharmspend,DEU,PHARMAEXP,TOT,2016,,PC_GDP,1.62,
,,,pharmspend,DEU,PHARMAEXP,TOT,2017,,PC_GDP,1.61,
,,,pharmspend,DEU,PHARMAEXP,TOT,2018,,PC_GDP,1.62,
,,,pharmspend,DEU,PHARMAEXP,TOT,2019,,PC_GDP,1.68,
,,,pharmspend,DEU,PHARMAEXP,TOT,2011,,USD_CAP,651.31,
,,,pharmspend,DEU,PHARMAEXP,TOT,2012,,USD_CAP,669.30,
,,,pharmspend,DEU,PHARMAEXP,TOT,2013,,USD_CAP,691.99,
,,,pharmspend,DEU,PHARMAEXP,TOT,2014,,USD_CAP,738.05,
,,,pharmspend,DEU,PHARMAEXP,TOT,2015,,USD_CAP,759.13,
,,,pharmspend,DEU,PHARMAEXP,TOT,2016,,USD_CAP,816.69,
,,,pharmspend,DEU,PHARMAEXP,TOT,2017,,USD_CAP,846.89,
,,,pharmspend,DEU,PHARMAEXP,TOT,2018,,USD_CAP,891.60,
,,,pharmspend,DEU,PHARMAEXP,TOT,2019,,USD_CAP,935.09,
,,,pharmspend,GRC,PHARMAEXP,TOT,2011,,PC_GDP,2.85,
,,,pharmspend,GRC,PHARMAEXP,TOT,2012,,PC_GDP,2.59,
,,,pharmspend,GRC,PHARMAEXP,TOT,2013,,PC_GDP,2.33,
,,,pharmspend,GRC,PHARMAEXP,TOT,2014,,PC_GDP,2.13,
,,,pharmspend,GRC,PHARMAEXP,TOT,2015,,PC_GDP,2.17,
,,,pharmspend,GRC,PHARMAEXP,TOT,2016,,PC_GDP,2.22,
,,,pharmspend,GRC,PHARMAEXP,TOT,2017,,PC_GDP,2.24,
,,,pharmspend,GRC,PHARMAEXP,TOT,2018,,PC_GDP,2.08,
,,,pharmspend,GRC,PHARMAEXP,TOT,2019,,PC_GDP,2.05,
,,,pharmspend,GRC,PHARMAEXP,TOT,2011,,USD_CAP,709.33,
,,,pharmspend,GRC,PHARMAEXP,TOT,2012,,USD_CAP,622.25,
,,,pharmspend,GRC,PHARMAEXP,TOT,2013,,USD_CAP,574.64,
,,,pharmspend,GRC,PHARMAEXP,TOT,2014,,USD_CAP,542.53,
,,,pharmspend,GRC,PHARMAEXP,TOT,2015,,USD_CAP,559.12,
,,,pharmspend,GRC,PHARMAEXP,TOT,2016,,USD_CAP,592.96,
,,,pharmspend,GRC,PHARMAEXP,TOT,2017,,USD_CAP,619.59,
,,,pharmspend,GRC,PHARMAEXP,TOT,2018,,USD_CAP,598.86,
,,,pharmspend,GRC,PHARMAEXP,TOT,2019,,USD_CAP,606.58,
,,,pharmspend,HUN,PHARMAEXP,TOT,2011,,PC_GDP,2.62,
,,,pharmspend,HUN,PHARMAEXP,TOT,2012,,PC_GDP,2.42,
,,,pharmspend,HUN,PHARMAEXP,TOT,2013,,PC_GDP,2.20,
,,,pharmspend,HUN,PHARMAEXP,TOT,2014,,PC_GDP,2.13,
,,,pharmspend,HUN,PHARMAEXP,TOT,2015,,PC_GDP,2.04,
,,,pharmspend,HUN,PHARMAEXP,TOT,2016,,PC_GDP,2.06,
,,,pharmspend,HUN,PHARMAEXP,TOT,2017,,PC_GDP,1.87,
,,,pharmspend,HUN,PHARMAEXP,TOT,2018,,PC_GDP,1.76,
,,,pharmspend,HUN,PHARMAEXP,TOT,2019,,PC_GDP,1.73,
,,,pharmspend,HUN,PHARMAEXP,TOT,2011,,USD_CAP,614.46,
,,,pharmspend,HUN,PHARMAEXP,TOT,2012,,USD_CAP,575.52,
,,,pharmspend,HUN,PHARMAEXP,TOT,2013,,USD_CAP,551.81,
,,,pharmspend,HUN,PHARMAEXP,TOT,2014,,USD_CAP,561.22,
,,,pharmspend,HUN,PHARMAEXP,TOT,2015,,USD_CAP,563.60,
,,,pharmspend,HUN,PHARMAEXP,TOT,2016,,USD_CAP,589.38,
,,,pharmspend,HUN,PHARMAEXP,TOT,2017,,USD_CAP,554.63,
,,,pharmspend,HUN,PHARMAEXP,TOT,2018,,USD_CAP,566.11,
,,,pharmspend,HUN,PHARMAEXP,TOT,2019,,USD_CAP,590.04,
,,,pharmspend,ISL,PHARMAEXP,TOT,2011,,PC_GDP,1.28,
,,,pharmspend,ISL,PHARMAEXP,TOT,2012,,PC_GDP,1.23,
,,,pharmspend,ISL,PHARMAEXP,TOT,2013,,PC_GDP,1.14,
,,,pharmspend,ISL,PHARMAEXP,TOT,2014,,PC_GDP,1.07,
,,,pharmspend,ISL,PHARMAEXP,TOT,2015,,PC_GDP,1.02,
,,,pharmspend,ISL,PHARMAEXP,TOT,2016,,PC_GDP,0.94,
,,,pharmspend,ISL,PHARMAEXP,TOT,2017,,PC_GDP,0.91,
,,,pharmspend,ISL,PHARMAEXP,TOT,2018,,PC_GDP,0.90,
,,,pharmspend,ISL,PHARMAEXP,TOT,2019,,PC_GDP,0.94,
,,,pharmspend,ISL,PHARMAEXP,TOT,2020,,PC_GDP,1.09,
,,,pharmspend,ISL,PHARMAEXP,TOT,2011,,USD_CAP,517.48,
,,,pharmspend,ISL,PHARMAEXP,TOT,2012,,USD_CAP,509.65,
,,,pharmspend,ISL,PHARMAEXP,TOT,2013,,USD_CAP,486.28,
,,,pharmspend,ISL,PHARMAEXP,TOT,2014,,USD_CAP,466.89,
,,,pharmspend,ISL,PHARMAEXP,TOT,2015,,USD_CAP,472.05,
,,,pharmspend,ISL,PHARMAEXP,TOT,2016,,USD_CAP,455.66,
,,,pharmspend,ISL,PHARMAEXP,TOT,2017,,USD_CAP,450.20,
,,,pharmspend,ISL,PHARMAEXP,TOT,2018,,USD_CAP,468.65,
,,,pharmspend,ISL,PHARMAEXP,TOT,2019,,USD_CAP,500.49,
,,,pharmspend,ISL,PHARMAEXP,TOT,2020,,USD_CAP,558.53,
,,,pharmspend,IRL,PHARMAEXP,TOT,2011,,PC_GDP,1.53,
,,,pharmspend,IRL,PHARMAEXP,TOT,2012,,PC_GDP,1.53,
,,,pharmspend,IRL,PHARMAEXP,TOT,2013,,PC_GDP,1.39,
,,,pharmspend,IRL,PHARMAEXP,TOT,2014,,PC_GDP,1.26,
,,,pharmspend,IRL,PHARMAEXP,TOT,2015,,PC_GDP,0.96,
,,,pharmspend,IRL,PHARMAEXP,TOT,2016,,PC_GDP,0.97,
,,,pharmspend,IRL,PHARMAEXP,TOT,2017,,PC_GDP,0.91,
,,,pharmspend,IRL,PHARMAEXP,TOT,2018,,PC_GDP,0.85,
,,,pharmspend,IRL,PHARMAEXP,TOT,2019,,PC_GDP,0.80,
,,,pharmspend,IRL,PHARMAEXP,TOT,2011,,USD_CAP,599.58,
,,,pharmspend,IRL,PHARMAEXP,TOT,2012,,USD_CAP,627.85,
,,,pharmspend,IRL,PHARMAEXP,TOT,2013,,USD_CAP,582.30,
,,,pharmspend,IRL,PHARMAEXP,TOT,2014,,USD_CAP,555.20,
,,,pharmspend,IRL,PHARMAEXP,TOT,2015,,USD_CAP,560.48,
,,,pharmspend,IRL,PHARMAEXP,TOT,2016,,USD_CAP,591.26,
,,,pharmspend,IRL,PHARMAEXP,TOT,2017,,USD_CAP,602.38,
,,,pharmspend,IRL,PHARMAEXP,TOT,2018,,USD_CAP,609.12,
,,,pharmspend,IRL,PHARMAEXP,TOT,2019,,USD_CAP,604.75,
,,,pharmspend,ITA,PHARMAEXP,TOT,2011,,PC_GDP,1.63,
,,,pharmspend,ITA,PHARMAEXP,TOT,2012,,PC_GDP,1.46,
,,,pharmspend,ITA,PHARMAEXP,TOT,2013,,PC_GDP,1.50,
,,,pharmspend,ITA,PHARMAEXP,TOT,2014,,PC_GDP,1.51,
,,,pharmspend,ITA,PHARMAEXP,TOT,2015,,PC_GDP,1.58,
,,,pharmspend,ITA,PHARMAEXP,TOT,2016,,PC_GDP,1.54,
,,,pharmspend,ITA,PHARMAEXP,TOT,2017,,PC_GDP,1.53,
,,,pharmspend,ITA,PHARMAEXP,TOT,2018,,PC_GDP,1.56,
,,,pharmspend,ITA,PHARMAEXP,TOT,2019,,PC_GDP,1.56,
,,,pharmspend,ITA,PHARMAEXP,TOT,2011,,USD_CAP,574.55,
,,,pharmspend,ITA,PHARMAEXP,TOT,2012,,USD_CAP,510.92,
,,,pharmspend,ITA,PHARMAEXP,TOT,2013,,USD_CAP,519.22,
,,,pharmspend,ITA,PHARMAEXP,TOT,2014,,USD_CAP,516.48,
,,,pharmspend,ITA,PHARMAEXP,TOT,2015,,USD_CAP,551.70,
,,,pharmspend,ITA,PHARMAEXP,TOT,2016,,USD_CAP,577.77,
,,,pharmspend,ITA,PHARMAEXP,TOT,2017,,USD_CAP,594.49,
,,,pharmspend,ITA,PHARMAEXP,TOT,2018,,USD_CAP,631.72,
,,,pharmspend,ITA,PHARMAEXP,TOT,2019,,USD_CAP,658.91,
,,,pharmspend,JPN,PHARMAEXP,TOT,2011,,PC_GDP,2.01,
,,,pharmspend,JPN,PHARMAEXP,TOT,2012,,PC_GDP,2.04,
,,,pharmspend,JPN,PHARMAEXP,TOT,2013,,PC_GDP,2.04,
,,,pharmspend,JPN,PHARMAEXP,TOT,2014,,PC_GDP,2.04,
,,,pharmspend,JPN,PHARMAEXP,TOT,2015,,PC_GDP,2.15,
,,,pharmspend,JPN,PHARMAEXP,TOT,2016,,PC_GDP,2.01,
,,,pharmspend,JPN,PHARMAEXP,TOT,2017,,PC_GDP,1.97,
,,,pharmspend,JPN,PHARMAEXP,TOT,2018,,PC_GDP,1.95,
,,,pharmspend,JPN,PHARMAEXP,TOT,2011,,USD_CAP,707.42,
,,,pharmspend,JPN,PHARMAEXP,TOT,2012,,USD_CAP,749.96,
,,,pharmspend,JPN,PHARMAEXP,TOT,2013,,USD_CAP,812.27,
,,,pharmspend,JPN,PHARMAEXP,TOT,2014,,USD_CAP,813.86,
,,,pharmspend,JPN,PHARMAEXP,TOT,2015,,USD_CAP,891.14,
,,,pharmspend,JPN,PHARMAEXP,TOT,2016,,USD_CAP,797.70,
,,,pharmspend,JPN,PHARMAEXP,TOT,2017,,USD_CAP,806.32,
,,,pharmspend,JPN,PHARMAEXP,TOT,2018,,USD_CAP,811.28,
,,,pharmspend,KOR,PHARMAEXP,TOT,2011,,PC_GDP,1.45,
,,,pharmspend,KOR,PHARMAEXP,TOT,2012,,PC_GDP,1.43,
,,,pharmspend,KOR,PHARMAEXP,TOT,2013,,PC_GDP,1.39,
,,,pharmspend,KOR,PHARMAEXP,TOT,2014,,PC_GDP,1.39,
,,,pharmspend,KOR,PHARMAEXP,TOT,2015,,PC_GDP,1.38,
,,,pharmspend,KOR,PHARMAEXP,TOT,2016,,PC_GDP,1.44,
,,,pharmspend,KOR,PHARMAEXP,TOT,2017,,PC_GDP,1.44,
,,,pharmspend,KOR,PHARMAEXP,TOT,2018,,PC_GDP,1.50,
,,,pharmspend,KOR,PHARMAEXP,TOT,2019,,PC_GDP,1.58,
,,,pharmspend,KOR,PHARMAEXP,TOT,2020,,PC_GDP,1.62,
,,,pharmspend,KOR,PHARMAEXP,TOT,2011,,USD_CAP,475.84,
,,,pharmspend,KOR,PHARMAEXP,TOT,2012,,USD_CAP,483.09,
,,,pharmspend,KOR,PHARMAEXP,TOT,2013,,USD_CAP,471.79,
,,,pharmspend,KOR,PHARMAEXP,TOT,2014,,USD_CAP,478.42,
,,,pharmspend,KOR,PHARMAEXP,TOT,2015,,USD_CAP,517.21,
,,,pharmspend,KOR,PHARMAEXP,TOT,2016,,USD_CAP,553.11,
,,,pharmspend,KOR,PHARMAEXP,TOT,2017,,USD_CAP,570.40,
,,,pharmspend,KOR,PHARMAEXP,TOT,2018,,USD_CAP,615.87,
,,,pharmspend,KOR,PHARMAEXP,TOT,2019,,USD_CAP,660.75,
,,,pharmspend,KOR,PHARMAEXP,TOT,2020,,USD_CAP,674.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2011,,PC_GDP,0.54,
,,,pharmspend,LUX,PHARMAEXP,TOT,2012,,PC_GDP,0.70,
,,,pharmspend,LUX,PHARMAEXP,TOT,2013,,PC_GDP,0.67,
,,,pharmspend,LUX,PHARMAEXP,TOT,2014,,PC_GDP,0.64,
,,,pharmspend,LUX,PHARMAEXP,TOT,2015,,PC_GDP,0.62,
,,,pharmspend,LUX,PHARMAEXP,TOT,2016,,PC_GDP,0.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2017,,PC_GDP,0.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2018,,PC_GDP,0.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2019,,PC_GDP,0.57,
,,,pharmspend,LUX,PHARMAEXP,TOT,2011,,USD_CAP,428.82,
,,,pharmspend,LUX,PHARMAEXP,TOT,2012,,USD_CAP,554.23,
,,,pharmspend,LUX,PHARMAEXP,TOT,2013,,USD_CAP,565.57,
,,,pharmspend,LUX,PHARMAEXP,TOT,2014,,USD_CAP,550.60,
,,,pharmspend,LUX,PHARMAEXP,TOT,2015,,USD_CAP,548.10,
,,,pharmspend,LUX,PHARMAEXP,TOT,2016,,USD_CAP,564.38,
,,,pharmspend,LUX,PHARMAEXP,TOT,2017,,USD_CAP,570.39,
,,,pharmspend,LUX,PHARMAEXP,TOT,2018,,USD_CAP,588.74,
,,,pharmspend,LUX,PHARMAEXP,TOT,2019,,USD_CAP,574.11,
,,,pharmspend,MEX,PHARMAEXP,TOT,2011,,PC_GDP,1.25,
,,,pharmspend,MEX,PHARMAEXP,TOT,2012,,PC_GDP,1.33,
,,,pharmspend,MEX,PHARMAEXP,TOT,2013,,PC_GDP,1.31,
,,,pharmspend,MEX,PHARMAEXP,TOT,2014,,PC_GDP,1.28,
,,,pharmspend,MEX,PHARMAEXP,TOT,2015,,PC_GDP,1.30,
,,,pharmspend,MEX,PHARMAEXP,TOT,2016,,PC_GDP,1.26,
,,,pharmspend,MEX,PHARMAEXP,TOT,2017,,PC_GDP,1.25,
,,,pharmspend,MEX,PHARMAEXP,TOT,2018,,PC_GDP,1.22,
,,,pharmspend,MEX,PHARMAEXP,TOT,2019,,PC_GDP,1.20,
,,,pharmspend,MEX,PHARMAEXP,TOT,2011,,USD_CAP,206.05,
,,,pharmspend,MEX,PHARMAEXP,TOT,2012,,USD_CAP,227.68,
,,,pharmspend,MEX,PHARMAEXP,TOT,2013,,USD_CAP,226.22,
,,,pharmspend,MEX,PHARMAEXP,TOT,2014,,USD_CAP,227.96,
,,,pharmspend,MEX,PHARMAEXP,TOT,2015,,USD_CAP,240.50,
